,State,Area_Name,pov_all,pov_under17,median_income,no_high_school,no_bachelor,unemployment,pop,n_killed,n_injured,victims_involved,suspects_identified,teen_participants
2556,TN,Trousdale,15.0,25.0,"44,971",20.7,85.19999999999999,5.96,8773.4,0.0,0.0,0.0,3.0,1.0
2557,TN,Unicoi,17.0,27.0,"39,755",19.1,87.4,8.02,17830.2,5.0,4.0,11.0,17.0,0.0
2558,TN,Union,22.0,32.0,"37,955",16.3,80.9,6.540000000000001,40022.2,7.0,14.0,30.0,45.0,5.0
2559,TN,Van Buren,19.0,32.0,"38,123",15.7,86.4,7.4,16751.2,0.0,0.0,0.0,1.0,1.0
2560,TN,Warren,19.0,32.0,"37,682",26.3,87.9,8.5,5409.8,2.0,1.0,3.0,4.0,2.0
2561,TN,Washington,15.0,21.0,"46,316",20.3,90.39999999999999,8.98,16745.6,2.0,7.0,7.0,25.0,2.0
2562,TN,Wayne,21.0,28.0,"37,672",17.9,86.7,7.62,29832.6,4.0,2.0,4.0,10.0,0.0
2563,TN,Weakley,21.0,26.0,"38,214",15.2,78.9,7.32,33776.4,3.0,1.0,3.0,9.0,0.0
2564,TN,White,18.0,26.0,"39,818",16.0,80.7,6.1,78705.6,57.0,90.0,145.0,138.0,23.0
2565,TN,Williamson,5.0,5.0,"107,942",9.8,77.9,6.659999999999999,67477.0,3.0,1.0,5.0,6.0,1.0
2566,TN,Wilson,8.0,11.0,"70,955",13.0,84.69999999999999,6.7,8858.0,8.0,28.0,35.0,33.0,11.0
2568,TX,Anderson,21.0,24.0,"43,967",9.1,80.7,4.86,7840.0,14.0,6.0,14.0,17.0,1.0
2569,TX,Andrews,12.0,15.0,"60,644",26.2,89.3,3.72,17577.4,2.0,8.0,9.0,24.0,6.0
2570,TX,Angelina,19.0,27.0,"43,658",20.1,84.30000000000001,5.74,87700.4,7.0,2.0,9.0,21.0,2.0
2571,TX,Aransas,19.0,33.0,"44,866",16.8,79.80000000000001,5.9,24831.8,10.0,6.0,19.0,28.0,0.0
2572,TX,Archer,11.0,14.0,"58,928",9.9,78.2,4.279999999999999,8793.2,3.0,0.0,3.0,3.0,0.0
2573,TX,Armstrong,11.0,16.0,"54,868",10.9,84.5,6.94,66737.4,2.0,2.0,4.0,3.0,0.0
2574,TX,Atascosa,16.0,25.0,"53,622",24.7,85.69999999999999,5.119999999999999,48138.6,4.0,1.0,7.0,9.0,0.0
2575,TX,Austin,14.0,22.0,"55,973",17.6,79.0,5.06,29292.2,339.0,432.0,830.0,1011.0,105.0
2576,TX,Bailey,17.0,27.0,"40,536",32.4,89.3,4.9799999999999995,7098.4,0.0,3.0,3.0,2.0,1.0
2577,TX,Bandera,15.0,24.0,"55,885",13.2,76.0,4.5,21316.4,2.0,14.0,18.0,22.0,6.0
2578,TX,Bastrop,13.0,19.0,"56,449",19.4,81.6,4.46,80305.6,29.0,7.0,37.0,26.0,0.0
2579,TX,Baylor,18.0,29.0,"36,616",13.1,73.4,4.1,3602.4,2.0,3.0,5.0,9.0,2.0
2580,TX,Bee,27.0,33.0,"40,753",28.6,91.1,6.459999999999999,32729.4,41.0,46.0,85.0,116.0,11.0
2581,TX,Bell,13.0,20.0,"51,993",31.9,90.4,9.86,27469.4,45.0,48.0,120.0,116.0,7.0
2582,TX,Bexar,16.0,22.0,"53,170",16.6,73.10000000000001,4.34,1892004.2,47.0,41.0,87.0,87.0,6.0
2583,TX,Blanco,11.0,18.0,"57,634",10.1,71.3,3.4200000000000004,11089.0,1.0,6.0,9.0,18.0,2.0
2585,TX,Bosque,16.0,26.0,"47,636",17.7,82.3,5.0,17955.4,2.0,0.0,2.0,3.0,0.0
2586,TX,Bowie,19.0,30.0,"45,455",12.5,81.2,5.62,93635.4,15.0,12.0,32.0,21.0,1.0
2587,TX,Brazoria,10.0,13.0,"74,510",13.3,71.3,5.340000000000001,345995.0,7.0,9.0,14.0,12.0,2.0
2588,TX,Brazos,25.0,23.0,"42,279",14.4,60.2,3.7,214230.6,11.0,6.0,19.0,20.0,0.0
2589,TX,Brewster,15.0,22.0,"43,055",13.6,63.900000000000006,4.3,9220.4,2.0,3.0,5.0,8.0,0.0
2591,TX,Brooks,32.0,49.0,"27,703",21.0,87.6,6.24,15629.4,5.0,4.0,5.0,12.0,0.0
2592,TX,Brown,17.0,25.0,"43,770",14.1,85.7,4.119999999999999,6791.0,111.0,107.0,203.0,275.0,26.0
2593,TX,Burleson,14.0,24.0,"48,533",19.6,85.3,4.74,17595.6,4.0,10.0,14.0,14.0,5.0
2594,TX,Burnet,12.0,20.0,"55,919",13.9,77.1,4.1,45016.6,13.0,11.0,24.0,36.0,4.0
2595,TX,Caldwell,17.0,24.0,"49,598",11.9,84.8,6.26,12746.8,3.0,8.0,12.0,16.0,2.0
2596,TX,Calhoun,16.0,25.0,"52,916",17.7,82.4,7.06,115527.2,0.0,2.0,2.0,0.0,1.0
2597,TX,Callahan,15.0,25.0,"45,727",12.0,85.30000000000001,4.42,13659.6,2.0,1.0,3.0,8.0,0.0
2598,TX,Cameron,29.0,40.0,"36,587",12.8,84.4,7.58,4754.4,6.0,10.0,21.0,17.0,2.0
2599,TX,Camp,19.0,32.0,"41,937",18.8,85.0,6.36,12670.0,80.0,41.0,121.0,199.0,45.0
2600,TX,Carson,9.0,12.0,"62,573",7.8,73.69999999999999,3.4400000000000004,6032.6,2.0,1.0,2.0,3.0,0.0
2601,TX,Cass,17.0,26.0,"40,597",14.4,86.19999999999999,6.4,12879.8,10.0,4.0,11.0,5.0,2.0
2602,TX,Castro,18.0,26.0,"45,229",29.5,86.8,3.62,7891.4,5.0,3.0,8.0,5.0,1.0
2603,TX,Chambers,9.0,13.0,"80,279",19.7,87.5,6.0600000000000005,33893.6,4.0,5.0,9.0,11.0,0.0
2604,TX,Cherokee,19.0,28.0,"39,407",18.7,86.1,5.5200000000000005,25855.0,9.0,9.0,21.0,27.0,0.0
2605,TX,Childress,22.0,28.0,"39,140",14.7,84.5,3.38,7063.8,6.0,6.0,10.0,12.0,4.0
2606,TX,Clay,13.0,19.0,"49,171",25.4,89.0,6.36,13407.4,1.0,2.0,5.0,7.0,1.0
2608,TX,Coke,16.0,22.0,"41,529",14.7,79.5,4.26,3237.6,3.0,1.0,3.0,3.0,0.0
2609,TX,Coleman,20.0,33.0,"42,258",17.4,85.7,5.959999999999999,8421.6,1.0,1.0,3.0,7.0,0.0
2610,TX,Collin,6.0,7.0,"90,382",6.4,49.7,4.18,914075.2,11.0,13.0,20.0,20.0,0.0
2611,TX,Collingsworth,20.0,31.0,"37,389",23.0,83.0,4.06,3026.0,3.0,2.0,4.0,3.0,0.0
2612,TX,Colorado,15.0,23.0,"48,161",18.2,81.7,4.54,20912.8,3.0,4.0,6.0,6.0,0.0
2613,TX,Comal,9.0,13.0,"76,296",8.5,65.5,4.3,129100.0,1.0,3.0,6.0,7.0,1.0
2614,TX,Comanche,17.0,28.0,"40,052",6.6,79.9,3.12,1867.2,2.0,0.0,7.0,9.0,1.0
2615,TX,Concho,26.0,27.0,"39,622",38.6,88.6,3.5200000000000005,3857.8,16.0,15.0,36.0,84.0,15.0
2617,TX,Coryell,14.0,19.0,"50,122",12.4,84.80000000000001,5.4399999999999995,75818.2,4.0,0.0,5.0,1.0,0.0
2618,TX,Cottle,21.0,37.0,"34,605",27.8,83.8,5.84,1419.6,0.0,1.0,0.0,1.0,0.0
2619,TX,Crane,10.0,14.0,"57,408",27.2,87.2,5.68,4836.4,2.0,3.0,4.0,3.0,0.0
2620,TX,Crockett,17.0,29.0,"46,556",23.5,86.4,6.42,14554.2,0.0,8.0,20.0,37.0,6.0
2621,TX,Crosby,24.0,38.0,"35,136",27.7,87.89999999999999,4.62,5895.0,16.0,23.0,42.0,25.0,7.0
2624,TX,Dallas,16.0,25.0,"54,429",21.0,86.3,10.02,40755.0,1082.0,1143.0,2222.0,1982.0,224.0
2625,TX,Dawson,21.0,29.0,"41,073",13.5,70.1,5.42,23396.6,2.0,7.0,9.0,6.0,0.0
2628,TX,Denton,8.0,9.0,"80,841",8.0,57.9,4.1,781321.0,32.0,38.0,67.0,81.0,9.0
2629,TX,DeWitt,18.0,27.0,"46,915",20.1,85.4,4.4799999999999995,20474.4,1.0,0.0,1.0,0.0,0.0
2631,TX,Dimmit,28.0,38.0,"38,275",33.4,89.5,5.2,10821.8,0.0,0.0,2.0,6.0,0.0
2633,TX,Duval,26.0,38.0,"34,777",11.1,71.9,5.84,912042.8,0.0,2.0,2.0,4.0,0.0
2634,TX,Eastland,20.0,30.0,"37,789",17.2,85.4,5.1,18278.0,4.0,1.0,4.0,3.0,0.0
2635,TX,Ector,14.0,19.0,"53,474",24.9,84.8,4.64,155743.8,12.0,9.0,15.0,11.0,3.0
2636,TX,Edwards,23.0,39.0,"36,539",11.0,88.0,6.32,6570.4,2.0,1.0,3.0,9.0,2.0
2637,TX,Ellis,10.0,14.0,"69,448",6.7,65.9,2.8999999999999995,28877.4,4.0,2.0,4.0,10.0,0.0
2638,TX,El Paso,23.0,31.0,"42,048",6.1,63.5,5.18,674825.6,153.0,176.0,359.0,495.0,56.0
2639,TX,Erath,20.0,21.0,"43,787",16.1,71.9,4.220000000000001,41015.8,1.0,5.0,6.0,3.0,0.0
2640,TX,Falls,26.0,34.0,"38,559",24.3,88.2,5.040000000000001,17289.0,52.0,66.0,131.0,181.0,6.0
2641,TX,Fannin,16.0,22.0,"46,347",17.0,82.3,6.540000000000001,24480.0,4.0,7.0,12.0,17.0,2.0
2642,TX,Fayette,11.0,16.0,"53,776",20.8,85.8,6.9,16657.0,5.0,0.0,6.0,9.0,0.0
2643,TX,Fisher,16.0,23.0,"46,247",17.2,81.6,4.340000000000001,3874.8,1.0,1.0,2.0,3.0,0.0
2644,TX,Floyd,23.0,37.0,"40,536",20.3,80.19999999999999,7.12,96471.2,1.0,0.0,1.0,1.0,0.0
2646,TX,Fort Bend,8.0,11.0,"90,972",10.8,55.3,4.720000000000001,711421.2,22.0,16.0,42.0,46.0,6.0
2647,TX,Franklin,16.0,26.0,"44,202",24.3,87.6,6.36,31507.4,7.0,5.0,10.0,9.0,0.0
2648,TX,Freestone,19.0,26.0,"45,681",18.9,88.5,6.1,19646.2,5.0,0.0,3.0,7.0,0.0
2649,TX,Frio,26.0,33.0,"39,193",37.2,92.7,4.2,19110.4,1.0,7.0,8.0,7.0,0.0
2650,TX,Gaines,15.0,22.0,"51,910",39.6,89.5,3.44,19888.8,5.0,14.0,23.0,24.0,8.0
2651,TX,Galveston,13.0,18.0,"64,155",12.4,71.0,5.6,321183.6,40.0,40.0,83.0,108.0,14.0
2652,TX,Garza,30.0,32.0,"44,210",43.0,91.2,3.88,6424.2,4.0,1.0,5.0,9.0,0.0
2653,TX,Gillespie,10.0,17.0,"58,787",10.7,65.9,3.2600000000000002,25939.0,1.0,0.0,1.0,2.0,0.0
2655,TX,Goliad,14.0,25.0,"55,264",11.2,84.0,4.799999999999999,7509.6,5.0,4.0,10.0,19.0,2.0
2656,TX,Gonzales,17.0,26.0,"45,491",27.5,86.3,4.14,20558.0,2.0,0.0,2.0,1.0,0.0
2657,TX,Gray,19.0,24.0,"47,828",24.2,80.8,2.4,6004.4,3.0,10.0,11.0,9.0,0.0
2658,TX,Grayson,13.0,19.0,"51,808",20.9,89.89999999999999,7.659999999999999,26129.2,3.0,4.0,7.0,7.0,0.0
2659,TX,Gregg,17.0,25.0,"45,594",16.3,79.3,5.38,123402.2,8.0,9.0,24.0,41.0,5.0
2660,TX,Grimes,17.0,25.0,"50,891",22.2,86.8,5.54,27357.6,12.0,6.0,20.0,13.0,0.0
2661,TX,Guadalupe,10.0,14.0,"67,683",24.1,86.2,7.24,4425.8,9.0,6.0,14.0,17.0,0.0
2662,TX,Hale,22.0,30.0,"40,152",18.6,86.0,8.620000000000001,14994.6,0.0,7.0,7.0,6.0,0.0
2663,TX,Hall,26.0,42.0,"30,971",22.7,77.5,5.220000000000001,192864.6,47.0,53.0,95.0,112.0,12.0
2664,TX,Hamilton,15.0,25.0,"45,718",25.0,89.8,6.720000000000001,14238.2,6.0,5.0,9.0,10.0,3.0
2667,TX,Hardin,11.0,15.0,"60,692",16.8,88.6,9.059999999999999,4161.2,6.0,8.0,14.0,3.0,4.0
2668,TX,Harris,17.0,24.0,"56,415",10.2,73.4,5.32,33197.8,274.0,386.0,763.0,955.0,84.0
2669,TX,Harrison,17.0,25.0,"47,181",11.3,83.0,5.04,39450.4,3.0,3.0,9.0,19.0,0.0
2671,TX,Haskell,25.0,36.0,"34,653",29.0,82.3,2.68,4080.6,2.0,1.0,3.0,3.0,0.0
2672,TX,Hays,12.0,13.0,"64,864",11.1,63.7,3.8,194843.4,15.0,12.0,23.0,20.0,3.0
2673,TX,Hemphill,10.0,15.0,"74,856",21.3,76.80000000000001,2.92,4152.0,1.0,3.0,4.0,2.0,0.0
2674,TX,Henderson,17.0,27.0,"43,425",11.1,86.7,6.24,6927.2,16.0,17.0,34.0,42.0,2.0
2675,TX,Hidalgo,31.0,43.0,"35,928",23.1,84.6,6.26,4446.4,7.0,6.0,7.0,14.0,0.0
2676,TX,Hill,16.0,25.0,"47,338",9.5,76.5,4.9,16467.6,93.0,120.0,226.0,243.0,44.0
2677,TX,Hockley,17.0,25.0,"46,856",21.8,85.2,4.24,23273.4,2.0,4.0,6.0,8.0,2.0
2678,TX,Hood,10.0,18.0,"57,346",11.8,74.30000000000001,4.9799999999999995,55418.4,175.0,137.0,309.0,245.0,28.0
2679,TX,Hopkins,15.0,24.0,"46,582",14.5,84.9,6.139999999999999,45985.0,2.0,1.0,2.0,4.0,1.0
2680,TX,Houston,22.0,30.0,"34,587",15.1,79.0,5.960000000000001,104108.2,2568.0,2706.0,5378.0,5258.0,562.0
2681,TX,Howard,18.0,24.0,"51,863",20.6,84.3,4.5,13472.4,5.0,2.0,6.0,7.0,1.0
2682,TX,Hudspeth,21.0,34.0,"35,252",47.8,92.5,6.26,3702.4,2.0,2.0,4.0,1.0,0.0
2683,TX,Hunt,16.0,24.0,"51,827",17.3,82.69999999999999,5.3,90322.4,35.0,55.0,94.0,138.0,13.0
2684,TX,Hutchinson,13.0,19.0,"53,936",13.1,78.4,2.9799999999999995,7276.8,3.0,2.0,5.0,8.0,3.0
2686,TX,Jack,17.0,23.0,"46,975",21.1,89.2,4.32,8839.4,57.0,131.0,273.0,407.0,54.0
2687,TX,Jackson,14.0,19.0,"53,143",20.5,87.4,6.660000000000001,52325.8,16.0,30.0,41.0,69.0,7.0
2688,TX,Jasper,19.0,26.0,"44,909",22.8,89.6,6.0,13732.4,4.0,4.0,7.0,9.0,1.0
2690,TX,Jefferson,20.0,30.0,"46,198",11.0,68.6,5.779999999999999,659460.4,14.0,10.0,21.0,37.0,0.0
2692,TX,Jim Wells,23.0,35.0,"40,056",26.6,89.30000000000001,7.459999999999999,41318.2,4.0,0.0,4.0,4.0,0.0
2693,TX,Johnson,11.0,16.0,"59,809",21.0,84.1,5.8,26155.2,18.0,11.0,23.0,25.0,3.0
2694,TX,Jones,21.0,27.0,"40,931",12.5,79.8,5.76,28539.8,13.0,5.0,20.0,22.0,1.0
2695,TX,Karnes,22.0,26.0,"47,608",23.5,87.8,4.279999999999999,15050.6,0.0,0.0,0.0,2.0,0.0
2696,TX,Kaufman,11.0,16.0,"62,363",15.5,80.6,4.56,114852.0,9.0,17.0,14.0,21.0,2.0
2699,TX,Kent,12.0,15.0,"45,123",13.1,76.9,5.720000000000001,173144.8,0.0,1.0,2.0,1.0,0.0
2700,TX,Kerr,15.0,28.0,"50,461",13.4,73.8,4.18,50760.8,16.0,5.0,23.0,20.0,0.0
2701,TX,Kimble,19.0,38.0,"40,118",16.9,83.0,4.0200000000000005,4431.8,0.0,2.0,2.0,2.0,0.0
2702,TX,King,11.0,15.0,"59,142",19.4,76.69999999999999,4.06,282.4,345.0,422.0,861.0,919.0,118.0
2703,TX,Kinney,20.0,27.0,"40,612",32.8,86.8,6.8,3631.4,10.0,4.0,15.0,10.0,3.0
2704,TX,Kleberg,23.0,30.0,"44,106",22.6,74.8,6.1,31539.8,1.0,0.0,1.0,1.0,0.0
2705,TX,Knox,21.0,32.0,"37,586",12.0,81.9,6.6,51373.8,2.0,1.0,3.0,1.0,0.0
2706,TX,Lamar,20.0,30.0,"41,887",22.6,87.0,5.96,14021.2,9.0,20.0,36.0,31.0,1.0
2708,TX,Lampasas,14.0,22.0,"52,637",11.4,79.5,4.9399999999999995,20473.4,8.0,2.0,8.0,6.0,2.0
2709,TX,La Salle,26.0,35.0,"39,926",11.6,83.1,3.96,7553.2,0.0,2.0,2.0,2.0,0.0
2711,TX,Lee,13.0,19.0,"51,768",11.3,65.6,5.12,156596.6,97.0,109.0,246.0,243.0,23.0
2712,TX,Leon,18.0,27.0,"44,891",7.4,54.8,5.0,285889.6,7.0,3.0,10.0,17.0,0.0
2713,TX,Liberty,16.0,23.0,"48,592",20.9,87.60000000000001,5.779999999999999,8347.4,9.0,22.0,36.0,40.0,8.0
2714,TX,Limestone,21.0,31.0,"39,382",16.8,76.69999999999999,5.54,91694.6,0.0,1.0,3.0,3.0,0.0
2715,TX,Lipscomb,12.0,16.0,"54,180",19.9,82.3,3.8,3495.2,1.0,1.0,2.0,1.0,0.0
2716,TX,Live Oak,17.0,23.0,"51,953",20.8,88.8,4.5200000000000005,12042.6,7.0,0.0,7.0,5.0,0.0
2717,TX,Llano,13.0,25.0,"48,135",13.5,73.4,4.7,20195.0,5.0,0.0,1.0,7.0,0.0
2718,TX,Loving,13.0,18.0,"64,179",25.4,97.0,5.02,112.6,2.0,0.0,3.0,2.0,2.0
2719,TX,Lubbock,19.0,22.0,"48,587",14.9,72.1,3.6799999999999997,298042.0,114.0,340.0,528.0,741.0,64.0
2720,TX,Lynn,18.0,27.0,"39,869",22.1,82.80000000000001,4.300000000000001,5785.4,10.0,1.0,7.0,10.0,0.0
2722,TX,McLennan,19.0,25.0,"46,662",16.2,77.80000000000001,4.6,245720.4,3.0,1.0,4.0,5.0,0.0
2723,TX,McMullen,12.0,19.0,"67,249",18.6,83.80000000000001,2.12,795.4,1.0,3.0,5.0,5.0,0.0
2724,TX,Madison,17.0,23.0,"42,429",9.2,59.3,5.4799999999999995,353213.4,5.0,9.0,10.0,16.0,4.0
2725,TX,Marion,23.0,36.0,"34,919",20.1,87.6,6.839999999999999,30058.2,4.0,8.0,10.0,16.0,3.0
2726,TX,Martin,13.0,18.0,"58,760",10.0,68.5,5.4399999999999995,155718.6,35.0,41.0,83.0,65.0,13.0
2727,TX,Mason,13.0,24.0,"44,818",12.7,85.7,7.92,13904.2,2.0,4.0,7.0,11.0,1.0
2728,TX,Matagorda,17.0,26.0,"46,324",22.3,84.80000000000001,7.8,36743.8,0.0,1.0,5.0,3.0,0.0
2729,TX,Maverick,24.0,35.0,"35,654",41.3,88.3,10.98,57471.2,1.0,0.0,1.0,1.0,0.0
2730,TX,Medina,14.0,21.0,"51,304",6.4,68.6,4.78,176361.6,5.0,11.0,16.0,11.0,6.0
2732,TX,Midland,10.0,13.0,"68,729",5.9,67.1,5.66,83488.8,30.0,23.0,43.0,58.0,10.0
2733,TX,Milam,16.0,27.0,"42,302",19.7,84.30000000000001,5.84,24479.4,0.0,3.0,5.0,7.0,4.0
2734,TX,Mills,16.0,21.0,"43,540",6.7,76.0,3.8400000000000007,14932.8,3.0,5.0,5.0,8.0,1.0
2735,TX,Mitchell,22.0,27.0,"41,262",23.4,87.89999999999999,7.279999999999999,22573.6,4.0,4.0,8.0,16.0,0.0
2736,TX,Montague,17.0,24.0,"46,237",17.9,85.3,4.359999999999999,19406.0,2.0,0.0,2.0,0.0,0.0
2737,TX,Montgomery,11.0,14.0,"72,506",14.5,68.6,6.04,227119.6,29.0,22.0,100.0,150.0,5.0
2738,TX,Moore,12.0,17.0,"52,344",10.4,65.8,5.880000000000001,94190.8,2.0,1.0,3.0,3.0,0.0
2739,TX,Morris,20.0,31.0,"38,255",12.2,83.2,4.16,5604.6,4.0,3.0,9.0,5.0,1.0
2741,TX,Nacogdoches,25.0,33.0,"38,099",18.8,74.80000000000001,5.16,65411.2,25.0,26.0,45.0,74.0,4.0
2742,TX,Navarro,18.0,27.0,"44,111",23.2,84.2,4.76,48238.6,7.0,2.0,8.0,6.0,0.0
2743,TX,Newton,23.0,32.0,"41,388",19.6,85.2,5.040000000000001,7897.8,5.0,5.0,6.0,12.0,0.0
2744,TX,Nolan,18.0,30.0,"40,969",19.9,87.30000000000001,4.58,14989.6,8.0,6.0,20.0,19.0,0.0
2745,TX,Nueces,15.0,23.0,"53,562",18.7,79.6,5.44,358484.0,3.0,7.0,9.0,11.0,0.0
2747,TX,Oldham,14.0,33.0,"54,212",7.2,60.2,4.26,64633.0,1.0,0.0,0.0,1.0,0.0
2748,TX,Orange,14.0,20.0,"53,611",15.5,61.5,4.92,3155815.6,14.0,17.0,32.0,30.0,2.0
2749,TX,Palo Pinto,16.0,26.0,"43,589",17.3,84.1,5.24,28109.2,0.0,2.0,2.0,2.0,0.0
2750,TX,Panola,16.0,22.0,"47,780",20.3,84.4,9.120000000000001,34228.8,7.0,10.0,15.0,13.0,0.0
2751,TX,Parker,9.0,13.0,"67,735",10.7,72.9,4.34,125963.2,6.0,10.0,10.0,14.0,2.0
2752,TX,Parmer,16.0,22.0,"48,344",31.4,84.0,2.7800000000000002,9871.0,4.0,4.0,8.0,5.0,2.0
2753,TX,Pecos,17.0,25.0,"45,414",31.2,90.39999999999999,5.0,15804.2,0.0,1.0,1.0,0.0,0.0
2754,TX,Polk,20.0,33.0,"43,014",15.7,87.69999999999999,5.779999999999999,20211.8,4.0,10.0,16.0,10.0,3.0
2755,TX,Potter,22.0,29.0,"41,563",12.5,85.0,7.619999999999999,17070.2,1.0,1.0,2.0,7.0,0.0
2756,TX,Presidio,24.0,38.0,"32,742",43.2,74.9,11.120000000000001,7190.6,0.0,5.0,3.0,5.0,0.0
2757,TX,Rains,15.0,26.0,"47,354",18.1,90.5,4.7,11245.8,0.0,2.0,2.0,2.0,2.0
2758,TX,Randall,9.0,11.0,"65,795",8.9,69.6,3.28,130551.8,7.0,2.0,10.0,7.0,0.0
2759,TX,Reagan,12.0,19.0,"67,308",28.5,88.6,4.4399999999999995,3735.0,1.0,2.0,3.0,1.0,2.0
2760,TX,Real,18.0,36.0,"36,744",19.7,76.9,6.119999999999999,3358.0,6.0,4.0,8.0,9.0,1.0
2761,TX,Red River,17.0,28.0,"36,352",19.6,86.6,6.9799999999999995,12352.6,2.0,6.0,7.0,10.0,1.0
2764,TX,Roberts,7.0,8.0,"75,816",12.9,83.9,4.6,10249.8,1.0,2.0,3.0,3.0,0.0
2766,TX,Rockwall,5.0,7.0,"97,484",8.1,62.099999999999994,4.220000000000001,90413.8,3.0,8.0,7.0,14.0,2.0
2767,TX,Runnels,17.0,27.0,"40,112",21.2,81.9,4.24,10265.6,4.0,0.0,3.0,1.0,1.0
2768,TX,Rusk,16.0,22.0,"46,421",20.7,85.3,5.3999999999999995,53025.6,14.0,3.0,16.0,16.0,0.0
2769,TX,Sabine,18.0,30.0,"38,451",14.6,87.0,10.1,10428.8,4.0,1.0,5.0,2.0,1.0
2770,TX,San Augustine,24.0,39.0,"36,426",19.5,88.5,9.32,8402.6,0.0,0.0,0.0,1.0,0.0
2771,TX,San Jacinto,18.0,27.0,"45,794",17.2,90.0,6.26,27436.2,3.0,12.0,16.0,15.0,1.0
2772,TX,San Patricio,16.0,26.0,"51,667",21.9,85.6,7.1,66866.6,2.0,3.0,3.0,5.0,4.0
2773,TX,San Saba,20.0,33.0,"39,995",25.5,85.4,4.1,5850.8,2.0,0.0,1.0,1.0,0.0
2775,TX,Scurry,15.0,22.0,"50,316",19.3,84.6,4.36,17346.4,4.0,1.0,3.0,3.0,0.0
2776,TX,Shackelford,15.0,23.0,"55,403",15.5,74.80000000000001,3.16,3348.0,1.0,1.0,2.0,0.0,0.0
2777,TX,Shelby,21.0,31.0,"37,410",8.4,58.5,4.12,208720.8,7.0,6.0,15.0,10.0,3.0
2778,TX,Sherman,13.0,18.0,"55,761",8.6,81.0,3.28,5998.6,14.0,10.0,28.0,21.0,1.0
2779,TX,Smith,16.0,22.0,"52,520",8.4,78.0,3.34,3692.8,31.0,46.0,73.0,113.0,10.0
2781,TX,Starr,40.0,55.0,"26,691",51.5,90.80000000000001,13.52,63420.2,5.0,6.0,12.0,3.0,2.0
2783,TX,Sterling,13.0,21.0,"60,577",14.3,76.30000000000001,3.5199999999999996,1307.6,6.0,4.0,8.0,13.0,2.0
2784,TX,Stonewall,16.0,22.0,"44,225",20.5,86.4,4.08,1398.8,1.0,1.0,3.0,3.0,2.0
2785,TX,Sutton,14.0,23.0,"54,760",23.4,83.19999999999999,5.44,3893.6,0.0,2.0,2.0,1.0,0.0
2786,TX,Swisher,22.0,33.0,"38,790",19.5,85.2,5.56,7541.0,1.0,0.0,1.0,1.0,0.0
2787,TX,Tarrant,14.0,20.0,"61,553",14.8,69.3,4.54,1983674.8,56.0,38.0,81.0,97.0,10.0
2788,TX,Taylor,17.0,21.0,"48,215",21.3,90.2,6.319999999999999,22349.8,16.0,9.0,22.0,47.0,4.0
2789,TX,Terrell,19.0,30.0,"41,114",26.7,87.9,7.659999999999999,8977.6,6.0,24.0,33.0,36.0,2.0
2790,TX,Terry,22.0,31.0,"38,910",30.8,87.9,5.0,12754.6,2.0,0.0,1.0,3.0,1.0
2791,TX,Throckmorton,15.0,21.0,"42,876",19.4,80.1,3.96,1570.4,0.0,1.0,1.0,1.0,0.0
2792,TX,Titus,15.0,23.0,"45,324",27.9,84.9,6.24,32664.4,4.0,6.0,11.0,13.0,0.0
2793,TX,Tom Green,13.0,20.0,"48,221",16.7,77.5,4.279999999999999,116906.4,0.0,0.0,0.0,2.0,0.0
2794,TX,Travis,12.0,16.0,"70,068",11.8,53.5,3.6599999999999993,1176583.8,21.0,20.0,38.0,39.0,7.0
2795,TX,Trinity,20.0,34.0,"38,973",9.3,79.9,8.48,13036.8,19.0,13.0,34.0,31.0,0.0
2796,TX,Tyler,18.0,26.0,"43,617",15.6,88.7,7.980000000000001,21456.0,67.0,95.0,226.0,316.0,15.0
2797,TX,Upshur,15.0,23.0,"49,015",16.6,84.19999999999999,5.62,40505.6,10.0,4.0,12.0,16.0,3.0
2798,TX,Upton,14.0,18.0,"56,335",24.6,90.0,4.08,3574.6,0.0,2.0,2.0,1.0,2.0
2799,TX,Uvalde,25.0,40.0,"36,913",30.7,85.1,5.54,27014.6,12.0,9.0,16.0,7.0,1.0
2800,TX,Val Verde,21.0,30.0,"42,104",33.1,82.6,6.08,48976.4,0.0,3.0,3.0,1.0,0.0
2801,TX,Van Zandt,15.0,22.0,"49,751",17.7,83.69999999999999,4.96,53607.2,8.0,5.0,13.0,10.0,3.0
2802,TX,Victoria,14.0,22.0,"53,659",16.4,81.19999999999999,4.74,91518.2,20.0,7.0,22.0,23.0,0.0
2803,TX,Walker,22.0,24.0,"42,709",21.4,89.4,7.18,64926.6,11.0,6.0,19.0,18.0,0.0
2804,TX,Waller,17.0,23.0,"56,407",21.6,81.2,5.42,48443.0,2.0,0.0,2.0,3.0,2.0
2805,TX,Ward,13.0,19.0,"63,809",6.7,73.7,3.12,69628.4,48.0,26.0,74.0,78.0,8.0
2806,TX,Washington,14.0,21.0,"53,157",20.3,90.39999999999999,8.98,16745.6,8.0,9.0,23.0,29.0,1.0
2807,TX,Webb,32.0,43.0,"36,718",34.3,82.5,5.0600000000000005,269624.0,8.0,4.0,14.0,29.0,10.0
2808,TX,Wharton,17.0,25.0,"46,097",22.0,85.5,4.84,41429.8,2.0,2.0,3.0,1.0,0.0
