,State,Area_Name,pov_all,pov_under17,median_income,no_high_school,no_bachelor,unemployment,pop,n_killed,n_injured,victims_involved,suspects_identified,teen_participants
2,AL,Autauga,14.0,19.0,"54,487",12.4,75.39999999999999,5.2,55035.8,8.0,2.0,14.0,23.0,0.0
3,AL,Baldwin,12.0,18.0,"56,460",10.0,70.5,5.62,203360.0,14.0,2.0,11.0,21.0,0.0
4,AL,Barbour,30.0,40.0,"32,884",26.2,87.1,8.8,26200.8,4.0,0.0,4.0,2.0,0.0
5,AL,Bibb,20.0,28.0,"43,079",19.3,88.0,6.6,22579.6,4.0,3.0,8.0,8.0,0.0
6,AL,Blount,14.0,19.0,"47,213",20.0,86.9,5.36,57666.8,23.0,17.0,35.0,36.0,2.0
7,AL,Bullock,33.0,46.0,"34,278",33.4,89.7,7.6,10478.2,2.0,0.0,4.0,6.0,0.0
8,AL,Butler,25.0,37.0,"35,409",18.9,83.9,7.840000000000001,20126.0,8.0,7.0,15.0,16.0,1.0
9,AL,Calhoun,17.0,26.0,"41,778",17.7,82.4,7.06,115527.2,10.0,5.0,17.0,17.0,2.0
10,AL,Chambers,20.0,33.0,"39,530",19.7,87.5,6.0600000000000005,33893.6,4.0,4.0,8.0,3.0,0.0
11,AL,Cherokee,17.0,28.0,"41,456",18.7,86.1,5.5200000000000005,25855.0,16.0,15.0,39.0,26.0,1.0
12,AL,Chilton,18.0,26.0,"44,188",19.9,85.19999999999999,5.68,43805.4,1.0,6.0,4.0,5.0,0.0
13,AL,Choctaw,23.0,33.0,"32,691",21.1,88.0,8.419999999999998,13188.0,3.0,0.0,3.0,3.0,0.0
15,AL,Clay,19.0,28.0,"38,512",25.4,89.0,6.36,13407.4,10.0,8.0,14.0,13.0,0.0
16,AL,Cleburne,17.0,25.0,"43,483",25.8,88.5,6.16,14939.4,0.0,3.0,2.0,2.0,0.0
17,AL,Coffee,14.0,21.0,"48,632",14.9,76.30000000000001,5.959999999999999,51072.8,1.0,0.0,3.0,3.0,0.0
18,AL,Colbert,17.0,25.0,"46,572",16.6,81.5,7.340000000000001,54434.8,4.0,5.0,8.0,12.0,0.0
19,AL,Conecuh,28.0,44.0,"29,758",20.6,91.4,8.9,12649.4,2.0,5.0,5.0,5.0,0.0
20,AL,Coosa,18.0,29.0,"36,441",27.1,90.1,7.12,10954.6,10.0,11.0,22.0,15.0,1.0
21,AL,Covington,20.0,28.0,"35,010",19.1,85.1,6.9799999999999995,37518.8,5.0,1.0,6.0,2.0,0.0
22,AL,Crenshaw,21.0,29.0,"37,374",21.7,85.30000000000001,6.199999999999999,13865.6,8.0,5.0,12.0,15.0,2.0
23,AL,Cullman,15.0,21.0,"41,543",17.8,85.0,5.299999999999999,81702.6,21.0,25.0,40.0,60.0,4.0
24,AL,Dale,21.0,30.0,"40,523",14.2,84.0,6.139999999999999,49393.2,27.0,28.0,55.0,57.0,4.0
25,AL,Dallas,35.0,58.0,"30,488",21.0,86.3,10.02,40755.0,16.0,11.0,26.0,18.0,4.0
26,AL,DeKalb,21.0,31.0,"37,128",27.4,88.69999999999999,6.220000000000001,71194.0,7.0,13.0,21.0,43.0,2.0
27,AL,Elmore,14.0,20.0,"54,553",13.2,77.69999999999999,5.0600000000000005,80989.2,14.0,12.0,18.0,53.0,8.0
28,AL,Escambia,23.0,31.0,"35,096",19.5,88.3,7.06,37620.6,7.0,4.0,11.0,13.0,2.0
29,AL,Etowah,18.0,27.0,"40,972",17.5,83.4,6.220000000000001,103132.4,4.0,5.0,9.0,17.0,0.0
30,AL,Fayette,20.0,29.0,"38,403",20.8,85.8,6.9,16657.0,5.0,3.0,6.0,4.0,1.0
31,AL,Franklin,20.0,29.0,"37,049",24.3,87.6,6.36,31507.4,1.0,3.0,5.0,8.0,0.0
32,AL,Geneva,21.0,31.0,"36,976",22.3,88.4,5.96,26571.6,3.0,7.0,10.0,15.0,6.0
33,AL,Greene,34.0,49.0,"26,559",23.1,90.1,10.8,8533.4,2.0,9.0,10.0,9.0,0.0
34,AL,Hale,24.0,35.0,"35,381",18.6,86.0,8.620000000000001,14994.6,7.0,0.0,6.0,5.0,0.0
35,AL,Henry,19.0,29.0,"41,426",19.3,83.80000000000001,6.720000000000001,17110.2,2.0,4.0,6.0,7.0,0.0
36,AL,Houston,19.0,29.0,"42,910",15.1,79.0,5.960000000000001,104108.2,11.0,8.0,18.0,26.0,0.0
37,AL,Jackson,18.0,24.0,"41,407",20.5,87.4,6.660000000000001,52325.8,32.0,27.0,54.0,54.0,8.0
38,AL,Jefferson,15.0,22.0,"50,109",11.0,68.6,5.779999999999999,659460.4,26.0,66.0,100.0,92.0,7.0
39,AL,Lamar,19.0,27.0,"38,358",22.6,87.0,5.96,14021.2,2.0,2.0,4.0,4.0,0.0
40,AL,Lauderdale,15.0,21.0,"44,124",15.1,78.30000000000001,6.459999999999999,92590.0,10.0,17.0,25.0,20.0,0.0
41,AL,Lawrence,17.0,24.0,"43,107",22.5,89.8,7.26,33288.2,7.0,8.0,13.0,20.0,0.0
42,AL,Lee,18.0,18.0,"47,749",11.3,65.6,5.12,156596.6,48.0,32.0,84.0,66.0,6.0
43,AL,Limestone,13.0,18.0,"52,181",16.8,76.69999999999999,5.54,91694.6,14.0,11.0,28.0,34.0,1.0
44,AL,Lowndes,32.0,58.0,"32,011",25.2,87.80000000000001,11.500000000000002,10361.8,7.0,3.0,10.0,16.0,2.0
45,AL,Macon,30.0,45.0,"30,681",19.5,79.9,8.02,19358.4,11.0,6.0,14.0,15.0,1.0
46,AL,Madison,14.0,18.0,"61,193",9.2,59.3,5.4799999999999995,353213.4,38.0,70.0,126.0,117.0,6.0
47,AL,Marengo,26.0,37.0,"34,794",16.1,85.10000000000001,7.56,19743.4,2.0,4.0,6.0,2.0,0.0
48,AL,Marion,19.0,27.0,"36,386",20.1,87.6,6.839999999999999,30058.2,4.0,9.0,13.0,17.0,2.0
49,AL,Marshall,21.0,32.0,"42,117",21.4,83.4,5.720000000000001,94738.2,11.0,7.0,17.0,15.0,2.0
50,AL,Mobile,20.0,30.0,"45,233",14.2,77.5,7.0,414327.6,440.0,694.0,1235.0,1101.0,143.0
51,AL,Monroe,26.0,35.0,"36,639",18.0,87.7,9.76,21745.2,1.0,3.0,4.0,4.0,0.0
52,AL,Montgomery,19.0,29.0,"45,111",14.5,68.6,6.04,227119.6,410.0,712.0,1155.0,649.0,116.0
53,AL,Morgan,16.0,23.0,"46,843",17.5,78.6,5.82,119156.6,12.0,13.0,28.0,36.0,0.0
54,AL,Perry,35.0,52.0,"25,221",23.6,85.5,10.760000000000002,9680.0,6.0,4.0,11.0,11.0,0.0
55,AL,Pickens,26.0,37.0,"35,968",18.9,88.9,7.340000000000001,20170.2,3.0,6.0,9.0,3.0,0.0
56,AL,Pike,25.0,37.0,"35,172",20.0,76.0,6.68,33286.6,11.0,18.0,42.0,49.0,3.0
57,AL,Randolph,22.0,35.0,"40,283",22.7,84.6,6.1,22530.4,5.0,9.0,12.0,10.0,4.0
58,AL,Russell,19.0,28.0,"38,617",17.4,83.0,5.92,58479.8,12.0,13.0,23.0,43.0,0.0
59,AL,St. Clair,12.0,17.0,"57,856",16.5,83.9,5.220000000000001,86937.4,1.0,0.0,1.0,3.0,0.0
60,AL,Shelby,8.0,10.0,"74,212",8.4,58.5,4.12,208720.8,8.0,7.0,22.0,23.0,0.0
61,AL,Sumter,32.0,44.0,"26,814",20.0,81.9,7.94,13084.4,5.0,5.0,9.0,4.0,1.0
62,AL,Talladega,18.0,25.0,"40,555",20.2,86.9,7.0,80888.0,22.0,17.0,38.0,27.0,3.0
63,AL,Tallapoosa,20.0,30.0,"40,169",20.4,82.69999999999999,6.279999999999999,40755.8,9.0,0.0,11.0,9.0,0.0
64,AL,Tuscaloosa,18.0,22.0,"47,483",11.9,70.6,5.42,204424.2,104.0,335.0,514.0,486.0,59.0
65,AL,Walker,21.0,30.0,"39,511",21.4,89.4,7.18,64926.6,16.0,13.0,25.0,22.0,1.0
66,AL,Washington,18.0,27.0,"37,575",20.3,90.39999999999999,8.98,16745.6,11.0,11.0,22.0,18.0,5.0
67,AL,Wilcox,32.0,49.0,"24,216",20.1,88.6,15.4,10919.2,9.0,4.0,12.0,10.0,0.0
68,AL,Winston,17.0,25.0,"38,644",24.0,86.9,7.62,23967.8,0.0,0.0,2.0,2.0,0.0
100,AZ,Apache,33.0,41.0,"34,040",21.8,89.0,13.780000000000001,71602.4,14.0,37.0,48.0,44.0,0.0
101,AZ,Cochise,21.0,33.0,"45,151",13.4,76.80000000000001,7.280000000000001,126516.2,1.0,4.0,5.0,7.0,4.0
102,AZ,Coconino,18.0,21.0,"53,643",11.1,65.80000000000001,6.760000000000001,138638.8,9.0,4.0,11.0,7.0,0.0
103,AZ,Gila,20.0,34.0,"40,747",15.7,82.3,7.840000000000001,53144.6,10.0,7.0,16.0,13.0,2.0
104,AZ,Graham,23.0,27.0,"46,714",14.6,86.7,6.840000000000001,37700.4,2.0,4.0,7.0,3.0,0.0
106,AZ,La Paz,25.0,38.0,"34,285",24.8,89.5,6.840000000000001,20477.4,6.0,0.0,6.0,2.0,0.0
107,AZ,Maricopa,15.0,22.0,"58,742",13.1,69.0,5.24,4155501.4,20.0,13.0,29.0,36.0,0.0
108,AZ,Mohave,18.0,29.0,"42,003",16.1,88.1,7.9,204691.0,20.0,22.0,37.0,25.0,3.0
109,AZ,Navajo,28.0,38.0,"37,440",18.5,85.5,10.08,107902.2,9.0,5.0,10.0,7.0,0.0
110,AZ,Pima,18.0,27.0,"47,644",12.3,69.30000000000001,5.66,1007257.2,7.0,4.0,6.0,11.0,0.0
111,AZ,Pinal,15.0,22.0,"52,642",15.1,81.5,6.32,405536.6,22.0,17.0,29.0,28.0,7.0
112,AZ,Santa Cruz,21.0,35.0,"39,090",25.2,77.5,11.76,46358.2,0.0,0.0,0.0,2.0,0.0
113,AZ,Yavapai,13.0,20.0,"49,824",9.8,74.4,5.88,220971.8,8.0,0.0,8.0,4.0,0.0
114,AZ,Yuma,19.0,29.0,"42,998",28.3,85.7,21.24,204280.8,32.0,44.0,78.0,73.0,5.0
116,AR,Arkansas,18.0,28.0,"39,726",17.5,85.6,4.7,18352.4,331.0,678.0,1127.0,1065.0,132.0
117,AR,Ashley,18.0,30.0,"41,277",16.1,86.4,8.0,20771.4,1.0,0.0,1.0,1.0,0.0
118,AR,Baxter,13.0,22.0,"40,147",12.8,82.30000000000001,5.84,41093.0,8.0,8.0,20.0,39.0,2.0
119,AR,Benton,9.0,12.0,"64,072",12.8,69.3,4.0,251822.8,12.0,23.0,58.0,174.0,19.0
120,AR,Boone,15.0,24.0,"39,881",15.0,85.0,5.0200000000000005,37211.6,7.0,4.0,11.0,12.0,0.0
121,AR,Bradley,24.0,34.0,"34,114",20.1,85.8,6.82,10993.6,1.0,1.0,2.0,2.0,0.0
122,AR,Calhoun,17.0,24.0,"33,507",17.7,82.4,7.06,115527.2,3.0,1.0,3.0,2.0,0.0
123,AR,Carroll,17.0,28.0,"37,145",16.2,82.3,4.6,27781.8,6.0,0.0,6.0,4.0,0.0
124,AR,Chicot,30.0,44.0,"29,527",19.9,86.8,8.8,11007.8,4.0,6.0,14.0,14.0,2.0
125,AR,Clark,22.0,28.0,"37,247",13.5,75.3,6.08,22494.8,9.0,10.0,15.0,18.0,2.0
126,AR,Clay,19.0,27.0,"36,037",25.4,89.0,6.36,13407.4,0.0,2.0,6.0,6.0,2.0
127,AR,Cleburne,16.0,25.0,"42,397",25.8,88.5,6.16,14939.4,4.0,6.0,6.0,7.0,0.0
128,AR,Cleveland,16.0,22.0,"45,256",13.9,84.3,5.859999999999999,8331.6,0.0,1.0,1.0,2.0,0.0
129,AR,Columbia,24.0,33.0,"35,322",14.8,78.0,6.719999999999999,23992.0,1.0,1.0,2.0,1.0,0.0
130,AR,Conway,19.0,28.0,"41,892",15.0,83.1,6.540000000000001,20954.2,24.0,37.0,71.0,68.0,4.0
131,AR,Craighead,16.0,21.0,"44,091",12.0,74.5,4.42,104246.4,4.0,9.0,16.0,21.0,0.0
132,AR,Crawford,17.0,24.0,"42,941",14.7,86.5,5.2,62118.6,3.0,3.0,9.0,10.0,1.0
134,AR,Cross,19.0,29.0,"40,970",19.3,85.19999999999999,5.459999999999999,17164.4,5.0,10.0,13.0,19.0,2.0
135,AR,Dallas,21.0,33.0,"33,679",21.0,86.3,10.02,40755.0,2.0,0.0,2.0,2.0,0.0
136,AR,Desha,27.0,40.0,"32,392",23.9,86.9,6.9799999999999995,12094.0,2.0,2.0,2.0,4.0,0.0
137,AR,Drew,19.0,27.0,"40,441",18.4,80.19999999999999,7.24,18619.8,1.0,4.0,5.0,4.0,0.0
138,AR,Faulkner,16.0,17.0,"50,909",8.9,70.9,4.82,121281.8,9.0,10.0,18.0,25.0,0.0
139,AR,Franklin,18.0,25.0,"40,091",24.3,87.6,6.36,31507.4,0.0,5.0,9.0,9.0,0.0
140,AR,Fulton,23.0,37.0,"33,451",16.1,89.0,5.24,12092.0,0.0,1.0,1.0,1.0,1.0
141,AR,Garland,18.0,31.0,"42,087",11.6,79.3,5.640000000000001,97994.0,19.0,16.0,36.0,32.0,2.0
142,AR,Grant,12.0,17.0,"54,411",10.0,80.2,4.74,18075.8,3.0,4.0,7.0,6.0,1.0
143,AR,Greene,15.0,23.0,"45,208",23.1,90.1,10.8,8533.4,5.0,1.0,5.0,6.0,0.0
144,AR,Hempstead,21.0,31.0,"38,769",21.3,87.4,5.1,22153.6,1.0,0.0,1.0,1.0,1.0
145,AR,Hot Spring,15.0,23.0,"46,313",14.1,86.5,5.14,33480.0,62.0,126.0,180.0,170.0,18.0
146,AR,Howard,19.0,28.0,"36,166",20.6,84.3,4.5,13472.4,2.0,2.0,4.0,2.0,1.0
147,AR,Independence,16.0,24.0,"42,520",15.5,82.3,6.580000000000001,37097.0,1.0,5.0,6.0,6.0,0.0
148,AR,Izard,20.0,31.0,"36,987",16.1,87.60000000000001,6.840000000000001,13520.6,3.0,4.0,7.0,5.0,2.0
149,AR,Jackson,24.0,32.0,"35,098",20.5,87.4,6.660000000000001,52325.8,26.0,23.0,52.0,70.0,2.0
150,AR,Jefferson,23.0,32.0,"38,485",11.0,68.6,5.779999999999999,659460.4,4.0,9.0,12.0,11.0,2.0
151,AR,Johnson,18.0,25.0,"37,205",21.0,84.1,5.8,26155.2,6.0,7.0,17.0,16.0,0.0
152,AR,Lafayette,27.0,40.0,"32,288",19.8,86.3,7.279999999999999,7050.6,1.0,0.0,1.0,0.0,0.0
153,AR,Lawrence,20.0,30.0,"39,015",22.5,89.8,7.26,33288.2,2.0,0.0,3.0,8.0,0.0
154,AR,Lee,36.0,48.0,"26,912",11.3,65.6,5.12,156596.6,6.0,7.0,24.0,30.0,0.0
155,AR,Lincoln,28.0,29.0,"35,419",20.9,92.1,6.08,13884.6,1.0,7.0,7.0,5.0,1.0
156,AR,Little River,18.0,26.0,"43,567",14.0,90.30000000000001,5.9,12494.4,4.0,0.0,2.0,2.0,0.0
157,AR,Logan,18.0,28.0,"39,361",17.2,87.0,5.64,21801.6,9.0,0.0,10.0,10.0,0.0
158,AR,Lonoke,12.0,17.0,"56,247",11.9,80.5,4.359999999999999,71567.6,8.0,9.0,14.0,21.0,0.0
159,AR,Madison,18.0,26.0,"39,059",9.2,59.3,5.4799999999999995,353213.4,1.0,5.0,7.0,6.0,0.0
160,AR,Marion,21.0,32.0,"33,950",20.1,87.6,6.839999999999999,30058.2,6.0,7.0,12.0,19.0,2.0
161,AR,Miller,22.0,32.0,"38,412",14.5,85.5,5.140000000000001,43760.4,12.0,4.0,14.0,13.0,5.0
162,AR,Mississippi,25.0,34.0,"35,846",19.6,87.3,8.42,43533.8,1.0,0.0,1.0,0.0,0.0
163,AR,Monroe,27.0,42.0,"32,906",18.0,87.7,9.76,21745.2,8.0,3.0,16.0,11.0,1.0
164,AR,Montgomery,22.0,37.0,"36,435",14.5,68.6,6.04,227119.6,1.0,0.0,0.0,2.0,1.0
165,AR,Nevada,20.0,31.0,"37,612",16.9,85.0,5.199999999999999,8528.2,4.0,0.0,4.0,2.0,0.0
166,AR,Newton,20.0,33.0,"33,107",19.6,85.2,5.040000000000001,7897.8,4.0,0.0,3.0,4.0,1.0
167,AR,Ouachita,25.0,33.0,"36,016",13.8,83.30000000000001,6.659999999999999,24378.0,1.0,1.0,2.0,1.0,1.0
168,AR,Perry,17.0,25.0,"43,819",23.6,85.5,10.760000000000002,9680.0,7.0,2.0,7.0,10.0,0.0
169,AR,Phillips,32.0,51.0,"29,073",23.6,88.3,8.120000000000001,19517.8,0.0,1.0,1.0,4.0,0.0
170,AR,Pike,18.0,29.0,"34,821",20.0,76.0,6.68,33286.6,7.0,13.0,19.0,16.0,1.0
171,AR,Poinsett,23.0,32.0,"36,125",21.3,90.5,5.959999999999999,24097.6,1.0,6.0,7.0,1.0,0.0
172,AR,Polk,23.0,31.0,"32,941",15.7,87.69999999999999,5.779999999999999,20211.8,0.0,3.0,3.0,3.0,0.0
173,AR,Pope,18.0,22.0,"42,916",16.5,78.69999999999999,5.5200000000000005,63372.2,12.0,0.0,12.0,9.0,0.0
175,AR,Pulaski,17.0,25.0,"47,966",9.9,67.1,4.779999999999999,392848.4,12.0,29.0,53.0,47.0,6.0
176,AR,Randolph,19.0,28.0,"38,647",22.7,84.6,6.1,22530.4,2.0,0.0,2.0,2.0,0.0
178,AR,Saline,9.0,13.0,"63,618",10.7,75.39999999999999,4.14,116252.2,3.0,3.0,12.0,19.0,1.0
179,AR,Scott,20.0,33.0,"34,245",23.6,89.5,4.680000000000001,10584.2,3.0,7.0,13.0,6.0,1.0
180,AR,Searcy,23.0,37.0,"29,747",15.4,85.6,5.840000000000001,7925.4,12.0,7.0,19.0,35.0,0.0
181,AR,Sebastian,17.0,23.0,"42,559",17.5,81.2,5.08,127362.2,3.0,11.0,13.0,13.0,0.0
182,AR,Sevier,21.0,31.0,"38,697",30.4,90.7,6.159999999999999,17206.0,4.0,0.0,4.0,3.0,0.0
183,AR,Sharp,21.0,33.0,"32,379",16.8,90.0,7.080000000000001,17041.4,0.0,4.0,4.0,12.0,0.0
184,AR,Stone,22.0,35.0,"31,955",23.5,85.6,6.359999999999999,12443.4,2.0,2.0,4.0,4.0,2.0
185,AR,Union,19.0,28.0,"41,546",16.3,80.9,6.540000000000001,40022.2,1.0,0.0,1.0,3.0,0.0
186,AR,Van Buren,17.0,27.0,"38,166",15.7,86.4,7.4,16751.2,12.0,8.0,21.0,27.0,0.0
187,AR,Washington,16.0,18.0,"46,367",20.3,90.39999999999999,8.98,16745.6,6.0,10.0,19.0,19.0,2.0
188,AR,White,16.0,22.0,"44,329",16.0,80.7,6.1,78705.6,10.0,8.0,19.0,37.0,2.0
189,AR,Woodruff,26.0,37.0,"30,400",24.5,89.80000000000001,6.659999999999999,6762.8,0.0,2.0,1.0,1.0,0.0
190,AR,Yell,18.0,26.0,"38,658",22.1,85.6,5.12,21601.4,1.0,3.0,6.0,18.0,0.0
192,CA,Alameda,11.0,12.0,"89,472",12.7,56.099999999999994,5.18,1629615.0,28.0,34.0,58.0,49.0,0.0
193,CA,Alpine,19.0,34.0,"57,481",8.9,70.3,7.5,1095.2,5.0,5.0,10.0,7.0,1.0
194,CA,Amador,11.0,17.0,"59,789",11.7,78.6,7.3,37305.8,2.0,6.0,6.0,7.0,0.0
195,CA,Butte,20.0,23.0,"45,097",11.7,73.8,7.640000000000001,225206.8,7.0,12.0,17.0,28.0,0.0
196,CA,Calaveras,13.0,20.0,"57,990",9.6,79.8,6.859999999999999,45056.6,8.0,2.0,10.0,18.0,4.0
197,CA,Colusa,11.0,16.0,"54,861",31.9,85.5,16.24,21479.0,1.0,6.0,9.0,15.0,0.0
198,CA,Contra Costa,9.0,10.0,"90,920",10.9,59.7,5.4,1123678.4,0.0,1.0,1.0,4.0,0.0
199,CA,Del Norte,24.0,30.0,"39,458",17.8,85.0,8.959999999999999,27441.8,4.0,9.0,12.0,2.0,0.0
200,CA,El Dorado,9.0,10.0,"75,100",7.4,67.1,6.2,185015.0,15.0,14.0,31.0,28.0,4.0
201,CA,Fresno,26.0,37.0,"48,323",26.2,80.2,10.580000000000002,971615.8,513.0,1290.0,1816.0,2273.0,260.0
202,CA,Glenn,17.0,23.0,"46,141",27.5,87.4,9.52,27935.4,10.0,13.0,21.0,26.0,8.0
203,CA,Humboldt,20.0,21.0,"43,164",9.7,71.8,5.9799999999999995,135490.0,11.0,32.0,43.0,97.0,0.0
204,CA,Imperial,24.0,33.0,"43,327",33.0,86.1,23.14,179956.8,22.0,18.0,34.0,28.0,0.0
205,CA,Inyo,12.0,19.0,"53,350",11.5,75.5,6.0600000000000005,18194.8,5.0,4.0,7.0,8.0,2.0
206,CA,Kern,22.0,31.0,"49,812",26.4,84.3,10.34,878744.2,56.0,49.0,111.0,134.0,14.0
207,CA,Kings,17.0,21.0,"51,320",27.1,87.2,11.04,150183.4,16.0,26.0,42.0,57.0,19.0
208,CA,Lake,21.0,30.0,"40,818",16.3,83.80000000000001,8.04,64094.8,141.0,102.0,203.0,272.0,21.0
209,CA,Lassen,18.0,19.0,"49,793",18.6,87.5,7.840000000000001,31470.2,3.0,3.0,8.0,13.0,4.0
210,CA,Los Angeles,16.0,23.0,"61,308",22.3,69.3,7.0200000000000005,10105722.4,1415.0,1227.0,2465.0,1444.0,178.0
211,CA,Madera,20.0,30.0,"49,467",28.3,86.9,10.42,154440.2,35.0,55.0,80.0,83.0,6.0
212,CA,Marin,8.0,9.0,"103,488",6.9,43.0,3.94,260813.6,44.0,27.0,62.0,93.0,7.0
213,CA,Mariposa,18.0,28.0,"51,233",10.5,77.4,7.82,17658.4,7.0,19.0,27.0,28.0,2.0
214,CA,Mendocino,19.0,27.0,"45,247",13.5,76.0,6.24,87496.8,4.0,5.0,9.0,12.0,3.0
215,CA,Merced,20.0,27.0,"47,442",31.4,86.3,11.64,267390.0,111.0,158.0,259.0,426.0,62.0
216,CA,Modoc,18.0,30.0,"42,890",13.6,81.80000000000001,9.48,9017.4,2.0,7.0,7.0,3.0,1.0
217,CA,Mono,12.0,15.0,"56,574",16.0,69.4,6.26,14058.4,8.0,0.0,8.0,11.0,2.0
218,CA,Monterey,13.0,19.0,"62,999",29.1,76.4,8.440000000000001,433168.4,43.0,46.0,88.0,152.0,11.0
219,CA,Napa,8.0,10.0,"73,112",16.1,67.0,5.12,141005.0,22.0,17.0,28.0,27.0,2.0
220,CA,Nevada,11.0,14.0,"60,501",16.9,85.0,5.199999999999999,8528.2,7.0,14.0,19.0,50.0,2.0
221,CA,Orange,11.0,15.0,"81,642",15.5,61.5,4.92,3155815.6,68.0,74.0,127.0,141.0,20.0
222,CA,Placer,7.0,8.0,"85,326",5.8,63.1,5.46,374985.2,19.0,5.0,21.0,33.0,0.0
223,CA,Plumas,13.0,23.0,"53,646",8.1,78.1,10.780000000000001,18724.0,1.0,0.0,1.0,4.0,0.0
224,CA,Riverside,15.0,21.0,"59,951",19.5,78.8,7.279999999999999,2355002.4,142.0,151.0,278.0,390.0,20.0
225,CA,Sacramento,16.0,23.0,"59,728",13.2,70.69999999999999,6.44,1495400.2,505.0,738.0,1173.0,1030.0,138.0
226,CA,San Benito,11.0,15.0,"73,298",21.7,81.0,8.2,58670.6,0.0,0.0,2.0,7.0,0.0
227,CA,San Bernardino,18.0,26.0,"56,194",21.2,80.69999999999999,6.9,2121219.8,295.0,348.0,622.0,440.0,43.0
228,CA,San Diego,12.0,16.0,"70,693",13.6,63.5,5.58,3283665.2,236.0,337.0,565.0,693.0,49.0
230,CA,San Joaquin,15.0,19.0,"59,038",22.0,81.80000000000001,9.38,724152.6,5.0,7.0,10.0,10.0,8.0
231,CA,San Luis Obispo,11.0,11.0,"69,517",9.9,66.0,5.0600000000000005,280119.2,0.0,0.0,4.0,14.0,0.0
232,CA,San Mateo,7.0,8.0,"107,075",11.4,52.900000000000006,3.6399999999999997,763450.2,7.0,9.0,20.0,31.0,3.0
233,CA,Santa Barbara,14.0,16.0,"66,360",19.9,67.69999999999999,5.58,442996.2,11.0,12.0,19.0,32.0,2.0
234,CA,Santa Clara,9.0,10.0,"110,843",12.9,50.900000000000006,4.54,1911225.8,24.0,19.0,36.0,84.0,4.0
235,CA,Santa Cruz,13.0,15.0,"75,929",25.2,77.5,11.76,46358.2,21.0,33.0,54.0,100.0,15.0
236,CA,Shasta,17.0,25.0,"46,663",10.0,79.9,8.440000000000001,178919.0,18.0,14.0,31.0,46.0,2.0
237,CA,Sierra,14.0,20.0,"48,099",11.0,80.2,9.180000000000001,2993.2,18.0,18.0,42.0,64.0,4.0
238,CA,Siskiyou,19.0,27.0,"40,875",11.4,77.8,9.78,43529.6,5.0,0.0,1.0,13.0,1.0
239,CA,Solano,11.0,16.0,"73,200",12.5,74.9,6.58,434980.8,6.0,8.0,13.0,26.0,4.0
240,CA,Sonoma,9.0,11.0,"73,496",12.8,66.9,5.0200000000000005,500943.2,7.0,8.0,16.0,52.0,0.0
241,CA,Stanislaus,15.0,19.0,"54,060",22.4,83.5,10.04,535684.2,7.0,9.0,13.0,12.0,0.0
242,CA,Sutter,17.0,25.0,"51,283",20.8,82.1,11.32,95583.0,16.0,12.0,25.0,29.0,2.0
243,CA,Tehama,21.0,29.0,"40,585",17.1,86.2,8.540000000000001,63246.8,19.0,27.0,40.0,48.0,0.0
244,CA,Trinity,21.0,31.0,"38,727",9.3,79.9,8.48,13036.8,3.0,10.0,12.0,23.0,4.0
245,CA,Tulare,25.0,33.0,"45,768",31.8,86.0,12.22,458808.8,52.0,41.0,80.0,118.0,26.0
246,CA,Tuolumne,15.0,20.0,"50,431",10.2,80.19999999999999,7.62,53898.8,2.0,4.0,6.0,1.0,1.0
247,CA,Ventura,10.0,13.0,"79,470",16.6,67.9,6.039999999999999,847833.6,23.0,62.0,80.0,165.0,12.0
248,CA,Yolo,19.0,15.0,"63,645",14.4,60.0,6.68,212605.2,4.0,2.0,5.0,8.0,0.0
249,CA,Yuba,17.0,24.0,"46,054",17.8,84.4,9.88,74643.6,21.0,21.0,34.0,41.0,2.0
251,CO,Adams,12.0,15.0,"65,442",17.8,77.6,4.9,487849.8,36.0,19.0,45.0,59.0,4.0
252,CO,Alamosa,25.0,29.0,"37,057",16.2,74.19999999999999,5.86,16345.0,1.0,2.0,5.0,7.0,2.0
253,CO,Arapahoe,9.0,12.0,"70,866",7.7,59.3,4.279999999999999,626611.8,18.0,10.0,23.0,51.0,11.0
254,CO,Archuleta,12.0,22.0,"51,998",8.6,65.0,5.0200000000000005,12592.0,4.0,0.0,3.0,1.0,0.0
256,CO,Bent,34.0,36.0,"33,951",15.8,90.6,4.54,5805.8,0.0,0.0,0.0,0.0,0.0
257,CO,Boulder,11.0,9.0,"74,772",5.5,40.7,3.54,316781.8,25.0,24.0,48.0,92.0,2.0
259,CO,Chaffee,11.0,15.0,"49,877",8.3,65.6,3.7,18817.6,1.0,0.0,1.0,0.0,0.0
260,CO,Cheyenne,14.0,21.0,"50,558",9.4,76.69999999999999,2.8,1838.6,0.0,2.0,2.0,2.0,0.0
262,CO,Conejos,23.0,30.0,"34,390",16.0,81.7,6.7,8146.6,5.0,1.0,7.0,1.0,0.0
265,CO,Custer,14.0,27.0,"52,021",8.3,70.6,4.24,4504.8,1.0,0.0,1.0,1.0,1.0
266,CO,Delta,18.0,24.0,"41,798",12.0,80.4,6.140000000000001,30216.8,1.0,1.0,2.0,13.0,3.0
269,CO,Douglas,3.0,3.0,"112,399",2.1,42.5,3.4799999999999995,320939.8,6.0,10.0,13.0,21.0,9.0
270,CO,Eagle,8.0,10.0,"79,556",11.2,55.0,3.6399999999999997,53725.6,4.0,7.0,16.0,20.0,4.0
